Dataset,Phase,Fold,SVM_Accuracy,SVM_Accuracy_Std,SVM_F1,SVM_F1_Std,SVM_Params,kNN_Accuracy,kNN_Accuracy_Std,kNN_F1,kNN_F1_Std,kNN_Params,Decision Tree_Accuracy,Decision Tree_Accuracy_Std,Decision Tree_F1,Decision Tree_F1_Std,Decision Tree_Params,Random Forest_Accuracy,Random Forest_Accuracy_Std,Random Forest_F1,Random Forest_F1_Std,Random Forest_Params,MLP_Accuracy,MLP_Accuracy_Std,MLP_F1,MLP_F1_Std,MLP_Params
Dataset7,Phase1_Baseline,Fold 4,0.981211,0.004798,0.957151,0.100534,{'classifier__estimator__C': 10},0.98643,0.003244,0.971164,0.107061,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000452,1.0,0.000438,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.98643,0.007028,0.964331,0.110748,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 5,0.981211,0.004323,0.974639,0.11801,{'classifier__estimator__C': 10},0.984342,0.002903,0.973085,0.121572,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000417,1.0,0.000405,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.978079,0.006408,0.964811,0.125369,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 6,0.979123,0.003966,0.729707,0.113062,{'classifier__estimator__C': 10},0.979123,0.003336,0.714224,0.118188,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000492,0.998993,0.000476,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.968685,0.006391,0.714819,0.119941,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 7,0.982255,0.003755,0.728658,0.108156,{'classifier__estimator__C': 10},0.989562,0.003717,0.985678,0.126354,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000471,1.0,0.000456,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.979123,0.00614,0.725562,0.113676,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 8,0.981211,0.003525,0.731933,0.10332,{'classifier__estimator__C': 10},0.992693,0.004408,0.738842,0.122052,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000452,1.0,0.000437,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.983299,0.006349,0.978814,0.124135,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset7,Phase1_Baseline,Fold 9,0.974948,0.003744,0.720844,0.099632,{'classifier__estimator__C': 10},0.984342,0.004172,0.726651,0.118706,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000492,0.998993,0.000475,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.977035,0.005993,0.714396,0.12078,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 10,0.973904,0.003972,0.724023,0.096,{'classifier__estimator__C': 10},0.979123,0.004382,0.975289,0.123158,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000478,1.0,0.000462,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.971816,0.005838,0.966552,0.125147,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 1,0.819604,0.0,0.225344,0.0,{'classifier__estimator__C': 1},0.996872,0.0,0.996946,0.0,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.922836,0.0,0.656181,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 2,0.819604,0.0,0.225344,0.0,{'classifier__estimator__C': 1},0.997914,0.000521,0.997981,0.000517,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906152,0.008342,0.620973,0.017604,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 3,0.818561,0.000492,0.225186,7.4e-05,{'classifier__estimator__C': 1},0.998957,0.000851,0.998993,0.000836,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.91658,0.006882,0.635558,0.014444,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 4,0.819415,0.000431,0.300249,0.032457,{'classifier__estimator__C': 1},0.998956,0.000864,0.998665,0.000783,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.91858,0.006138,0.860221,0.097219,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 5,0.819415,0.000389,0.300249,0.036721,{'classifier__estimator__C': 1},0.995825,0.001217,0.994675,0.001555,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.915449,0.005495,0.853387,0.108005,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 6,0.819415,0.000357,0.225316,0.035332,{'classifier__estimator__C': 1},1.0,0.001402,1.0,0.001708,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.914405,0.005048,0.639679,0.103625,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 7,0.819415,0.000331,0.225316,0.033858,{'classifier__estimator__C': 1},0.997912,0.0013,0.998003,0.001582,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.900835,0.006984,0.612121,0.101987,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 8,0.819415,0.000311,0.225316,0.032452,{'classifier__estimator__C': 1},0.998956,0.001251,0.998999,0.001524,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906054,0.006987,0.621509,0.098602,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 9,0.819415,0.000294,0.225316,0.031157,{'classifier__estimator__C': 1},1.0,0.001312,1.0,0.001564,"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.922756,0.007319,0.656908,0.093457,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase2_ReliefF,Fold 10,0.854906,0.010667,0.483982,0.078393,{'classifier__estimator__C': 10},0.994781,0.001647,0.990507,0.002757,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.973904,0.019339,0.7197,0.089304,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 1,0.984359,0.0,0.735137,0.0,{'classifier__estimator__C': 10},0.979145,0.0,0.718237,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998957,0.0,0.998988,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.96976,0.0,0.704002,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 2,0.971846,0.006257,0.71314,0.010999,{'classifier__estimator__C': 10},0.985401,0.003128,0.727977,0.00487,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000521,1.0,0.000506,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.968717,0.000521,0.705753,0.000876,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset8,Phase1_Baseline,Fold 3,0.982273,0.005474,0.728875,0.009254,{'classifier__estimator__C': 10},0.987487,0.003545,0.725966,0.004199,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000492,1.0,0.000477,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.974974,0.002737,0.716698,0.005618,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset8,Phase1_Baseline,Fold 4,0.981211,0.004798,0.957151,0.100534,{'classifier__estimator__C': 10},0.98643,0.003244,0.971164,0.107061,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000452,1.0,0.000438,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.98643,0.007028,0.964331,0.110748,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 5,0.981211,0.004323,0.974639,0.11801,{'classifier__estimator__C': 10},0.984342,0.002903,0.973085,0.121572,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000417,1.0,0.000405,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.978079,0.006408,0.964811,0.125369,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 6,0.979123,0.003966,0.729707,0.113062,{'classifier__estimator__C': 10},0.979123,0.003336,0.714224,0.118188,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000492,0.998993,0.000476,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.968685,0.006391,0.714819,0.119941,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 7,0.982255,0.003755,0.728658,0.108156,{'classifier__estimator__C': 10},0.989562,0.003717,0.985678,0.126354,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000471,1.0,0.000456,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.979123,0.00614,0.725562,0.113676,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 8,0.981211,0.003525,0.731933,0.10332,{'classifier__estimator__C': 10},0.992693,0.004408,0.738842,0.122052,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000452,1.0,0.000437,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.983299,0.006349,0.978814,0.124135,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset8,Phase1_Baseline,Fold 9,0.974948,0.003744,0.720844,0.099632,{'classifier__estimator__C': 10},0.984342,0.004172,0.726651,0.118706,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000492,0.998993,0.000475,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.977035,0.005993,0.714396,0.12078,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase1_Baseline,Fold 10,0.973904,0.003972,0.724023,0.096,{'classifier__estimator__C': 10},0.979123,0.004382,0.975289,0.123158,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000478,1.0,0.000462,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.971816,0.005838,0.966552,0.125147,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 1,0.819604,0.0,0.225344,0.0,{'classifier__estimator__C': 1},0.996872,0.0,0.996946,0.0,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.922836,0.0,0.656181,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 2,0.819604,0.0,0.225344,0.0,{'classifier__estimator__C': 1},0.997914,0.000521,0.997981,0.000517,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906152,0.008342,0.620973,0.017604,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 3,0.818561,0.000492,0.225186,7.4e-05,{'classifier__estimator__C': 1},0.998957,0.000851,0.998993,0.000836,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.91658,0.006882,0.635558,0.014444,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 4,0.819415,0.000431,0.300249,0.032457,{'classifier__estimator__C': 1},0.998956,0.000864,0.998665,0.000783,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.91858,0.006138,0.860221,0.097219,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 5,0.819415,0.000389,0.300249,0.036721,{'classifier__estimator__C': 1},0.995825,0.001217,0.994675,0.001555,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.915449,0.005495,0.853387,0.108005,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 6,0.819415,0.000357,0.225316,0.035332,{'classifier__estimator__C': 1},1.0,0.001402,1.0,0.001708,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.914405,0.005048,0.639679,0.103625,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 7,0.819415,0.000331,0.225316,0.033858,{'classifier__estimator__C': 1},0.997912,0.0013,0.998003,0.001582,"{'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.900835,0.006984,0.612121,0.101987,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 8,0.819415,0.000311,0.225316,0.032452,{'classifier__estimator__C': 1},0.998956,0.001251,0.998999,0.001524,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906054,0.006987,0.621509,0.098602,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 9,0.819415,0.000294,0.225316,0.031157,{'classifier__estimator__C': 1},1.0,0.001312,1.0,0.001564,"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.922756,0.007319,0.656908,0.093457,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset8,Phase2_ReliefF,Fold 10,0.854906,0.010667,0.483982,0.078393,{'classifier__estimator__C': 10},0.994781,0.001647,0.990507,0.002757,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.973904,0.019339,0.7197,0.089304,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
